timestamp,event_name,event_type,department,rating,feedback_comment,satisfaction_bucket,comment_length,word_count,sentiment_score,sentiment_label
05-08-2025 22:53,Campus AI Day,Tech Fest,ME,4,"Campus AI Day (Tech Fest) was supportive volunteers, clear slides, very engaging.",High,81,12,0.7574,Positive
26-03-2025 06:08,ByteBlast Coding Games,Tech Fest,MBA,5,"ByteBlast Coding Games (Tech Fest) was supportive volunteers, hands-on and practical.",High,85,11,0.296,Positive
19-09-2024 03:49,Careers in Data,Seminar,EEE,5,"Careers in Data (Seminar) was inspiring, excellent speakers, supportive volunteers.",High,83,10,0.8271,Positive
05-08-2025 23:45,Dance Mania,Cultural Fest,ECE,4,"Dance Mania (Cultural Fest) was learnt a lot, clear slides, excellent speakers.",High,79,12,0.743,Positive
13-02-2025 23:48,The Future of EVs,Seminar,CSE,5,"The Future of EVs (Seminar) was very engaging, learnt a lot.",High,60,11,0.4005,Positive
09-02-2025 03:23,Smart City Hack,Hackathon,MBA,4,"Smart City Hack (Hackathon) was excellent speakers, inspiring.",High,62,8,0.8481,Positive
09-01-2025 21:00,Design Thinking in Practice,Seminar,CSE,3,"Design Thinking in Practice (Seminar) was okay overall, topics were fine.",Medium,73,11,0.4019,Positive
02-04-2025 03:39,Figma for Beginners,Workshop,ME,4,"Figma for Beginners (Workshop) was excellent speakers, very engaging, useful takeaways.",High,87,11,0.8615,Positive
03-12-2024 04:35,Sustainability Hack Night,Hackathon,BIO,4,"Sustainability Hack Night (Hackathon) was well organized, supportive volunteers, clear slides.",High,94,11,0.7096,Positive
25-08-2024 03:58,FutureTech Showcase,Tech Fest,CHE,4,"FutureTech Showcase (Tech Fest) was well organized, interactive sessions.",High,73,9,0.2732,Positive
13-10-2024 23:44,Intro to Machine Learning,Workshop,MBA,3,"Intro to Machine Learning (Workshop) was could be more interactive, average experience.",Medium,87,12,0,Neutral
18-01-2025 00:58,Stagecraft Theatre,Cultural Fest,ME,5,"Stagecraft Theatre (Cultural Fest) was well organized, hands-on and practical.",High,78,10,0.2732,Positive
14-02-2025 00:34,Dance Mania,Cultural Fest,CHE,4,"Dance Mania (Cultural Fest) was good pace, interactive sessions, very engaging.",High,79,11,0.6801,Positive
28-10-2024 20:58,Intro to Machine Learning,Workshop,IT,5,"Intro to Machine Learning (Workshop) was learnt a lot, supportive volunteers.",High,77,11,0.296,Positive
26-02-2025 04:53,Cloud & DevOps Fair,Tech Fest,CHE,3,"Cloud & DevOps Fair (Tech Fest) was average experience, okay overall.",Medium,69,11,0.4939,Positive
26-07-2025 18:53,Campus AI Day,Tech Fest,EEE,5,"Campus AI Day (Tech Fest) was useful takeaways, well organized.",High,63,10,0.6124,Positive
29-05-2025 21:42,InnovateX Tech Expo,Tech Fest,ECE,5,"InnovateX Tech Expo (Tech Fest) was inspiring, good pace, excellent speakers.",High,77,11,0.8555,Positive
26-07-2025 18:54,Startup Funding 101,Guest Lecture,CE,4,"Startup Funding 101 (Guest Lecture) was hands-on and practical, good pace.",High,74,11,0.4404,Positive
15-10-2024 01:58,Stagecraft Theatre,Cultural Fest,AE,2,"Stagecraft Theatre (Cultural Fest) had issues with projector, seating, venue.",Low,77,10,0,Neutral
02-12-2024 02:24,Rhythm & Beats Night,Cultural Fest,EEE,4,"Rhythm & Beats Night (Cultural Fest) was excellent speakers, inspiring.",High,71,10,0.7579,Positive
19-03-2025 21:22,Leadership & Teams,Seminar,CE,3,"Leadership & Teams (Seminar) was could be more interactive, room was adequate.",Medium,78,12,0.2263,Positive
25-04-2025 22:27,Cloud & DevOps Fair,Tech Fest,BIO,3,"Cloud & DevOps Fair (Tech Fest) was average experience, room was adequate.",Medium,74,12,0.4939,Positive
01-05-2025 19:17,InnovateX Tech Expo,Tech Fest,ECE,5,"InnovateX Tech Expo (Tech Fest) was useful takeaways, interactive sessions.",High,75,10,0.4404,Positive
20-01-2025 21:41,Rhythm & Beats Night,Cultural Fest,ECE,5,"Rhythm & Beats Night (Cultural Fest) was interactive sessions, learnt a lot, inspiring.",High,87,13,0.4215,Positive
23-02-2025 05:55,InnovateX Tech Expo,Tech Fest,ME,2,InnovateX Tech Expo (Tech Fest) had issues with wifi.,Low,53,9,0,Neutral
01-11-2024 03:53,The Future of EVs,Seminar,ECE,4,"The Future of EVs (Seminar) was well organized, supportive volunteers.",High,70,10,0.5106,Positive
28-02-2025 22:23,Web Dev Bootcamp,Workshop,MBA,4,"Web Dev Bootcamp (Workshop) was useful takeaways, hands-on and practical, excellent speakers.",High,93,12,0.765,Positive
26-03-2025 04:08,Campus AI Day,Tech Fest,IT,5,"Campus AI Day (Tech Fest) was hands-on and practical, good pace, inspiring.",High,75,12,0.6908,Positive
24-03-2025 02:42,Python for Data Science,Workshop,ME,5,"Python for Data Science (Workshop) was very engaging, excellent speakers.",High,73,10,0.7698,Positive
22-02-2025 02:13,Art & Craft Pop-up,Cultural Fest,BIO,5,"Art & Craft Pop-up (Cultural Fest) was useful takeaways, good pace.",High,67,11,0.7003,Positive
04-04-2025 17:16,UX Research in the Wild,Guest Lecture,ME,5,"UX Research in the Wild (Guest Lecture) was inspiring, excellent speakers, good pace.",High,85,13,0.8555,Positive
05-08-2025 02:01,Design Thinking in Practice,Seminar,MBA,1,Design Thinking in Practice (Seminar) had issues with projector.,Low,64,9,0,Neutral
12-02-2025 01:45,The Entrepreneur’s Journey,Guest Lecture,AE,3,"The Entrepreneur’s Journey (Guest Lecture) was average experience, room was adequate.",Medium,85,11,0.2263,Positive
27-07-2025 04:27,UX Research in the Wild,Guest Lecture,AE,3,"UX Research in the Wild (Guest Lecture) was okay overall, topics were fine.",Medium,75,13,0.4019,Positive
18-09-2024 17:53,FinTech Innovation Sprint,Hackathon,IT,5,"FinTech Innovation Sprint (Hackathon) was clear slides, useful takeaways.",High,73,9,0.7964,Positive
02-02-2025 20:33,Figma for Beginners,Workshop,BIO,4,"Figma for Beginners (Workshop) was very engaging, excellent speakers, inspiring.",High,80,10,0.8581,Positive
17-07-2025 23:37,Trends in 5G,Seminar,CHE,3,"Trends in 5G (Seminar) was average experience, timing was manageable.",Medium,69,10,0,Neutral
05-05-2025 00:32,Python for Data Science,Workshop,BIO,4,"Python for Data Science (Workshop) was useful takeaways, inspiring, excellent speakers.",High,87,11,0.8555,Positive
21-03-2025 17:47,Campus AI Day,Tech Fest,CSE,2,Campus AI Day (Tech Fest) had issues with venue.,Low,48,9,0,Neutral
24-07-2025 03:41,Rhythm & Beats Night,Cultural Fest,ECE,4,"Rhythm & Beats Night (Cultural Fest) was clear slides, supportive volunteers, learnt a lot.",High,91,14,0.5859,Positive
05-06-2025 05:51,Careers in Data,Seminar,CSE,5,"Careers in Data (Seminar) was inspiring, great venue.",High,53,8,0.7845,Positive
23-08-2024 22:34,Fusion Music Evening,Cultural Fest,MBA,4,"Fusion Music Evening (Cultural Fest) was excellent speakers, supportive volunteers, learnt a lot.",High,97,13,0.7096,Positive
15-11-2024 00:20,Product Management Myths,Guest Lecture,CHE,5,"Product Management Myths (Guest Lecture) was supportive volunteers, excellent speakers, well organized.",High,103,12,0.7906,Positive
30-11-2024 20:19,UX Research in the Wild,Guest Lecture,IT,4,"UX Research in the Wild (Guest Lecture) was hands-on and practical, useful takeaways.",High,85,13,0.4404,Positive
11-02-2025 19:00,Smart City Hack,Hackathon,BIO,3,"Smart City Hack (Hackathon) was slides were decent, average experience.",Medium,71,10,0.4019,Positive
26-07-2025 02:44,24hr HealthTech Hack,Hackathon,AE,4,"24hr HealthTech Hack (Hackathon) was inspiring, supportive volunteers.",High,70,8,0.6124,Positive
16-09-2024 02:11,Power BI Essentials,Workshop,CSE,3,"Power BI Essentials (Workshop) was timing was manageable, room was adequate.",Medium,76,11,0.2263,Positive
19-11-2024 05:04,Campus Problem Solver,Hackathon,BIO,4,"Campus Problem Solver (Hackathon) was supportive volunteers, useful takeaways.",High,78,9,0.34,Positive
30-06-2025 05:00,Python for Data Science,Workshop,IT,4,"Python for Data Science (Workshop) was clear slides, good pace, interactive sessions.",High,85,12,0.6705,Positive
31-10-2024 23:50,Web Dev Bootcamp,Workshop,IT,5,"Web Dev Bootcamp (Workshop) was hands-on and practical, inspiring, very engaging.",High,81,11,0.6697,Positive
02-06-2025 03:25,UX Research in the Wild,Guest Lecture,CHE,5,"UX Research in the Wild (Guest Lecture) was supportive volunteers, clear slides, great venue.",High,93,14,0.836,Positive
20-07-2025 19:44,Intro to Machine Learning,Workshop,AE,5,"Intro to Machine Learning (Workshop) was interactive sessions, great venue, very engaging.",High,90,12,0.7778,Positive
25-04-2025 02:48,Art & Craft Pop-up,Cultural Fest,MBA,5,"Art & Craft Pop-up (Cultural Fest) was great venue, clear slides.",High,65,11,0.7717,Positive
15-10-2024 17:36,UX Research in the Wild,Guest Lecture,IT,4,"UX Research in the Wild (Guest Lecture) was good pace, well organized, clear slides.",High,84,14,0.765,Positive
16-01-2025 03:28,Python for Data Science,Workshop,CSE,4,"Python for Data Science (Workshop) was hands-on and practical, very engaging.",High,77,11,0.4005,Positive
22-02-2025 00:18,Python for Data Science,Workshop,EEE,5,"Python for Data Science (Workshop) was clear slides, well organized.",High,68,10,0.5719,Positive
20-07-2025 01:36,Art & Craft Pop-up,Cultural Fest,CHE,3,"Art & Craft Pop-up (Cultural Fest) was slides were decent, average experience.",Medium,78,12,0,Neutral
24-03-2025 05:55,Figma for Beginners,Workshop,EEE,4,"Figma for Beginners (Workshop) was good pace, supportive volunteers.",High,68,9,0.6249,Positive
04-12-2024 03:07,Leadership & Teams,Seminar,CSE,5,"Leadership & Teams (Seminar) was supportive volunteers, hands-on and practical.",High,79,10,0.296,Positive
20-01-2025 00:23,Smart City Hack,Hackathon,MBA,4,"Smart City Hack (Hackathon) was supportive volunteers, learnt a lot.",High,68,10,0.5994,Positive
12-05-2025 18:36,AI Ethics in Industry,Guest Lecture,ME,3,"AI Ethics in Industry (Guest Lecture) was average experience, room was adequate.",Medium,80,12,0.2263,Positive
30-12-2024 17:33,Campus AI Day,Tech Fest,EEE,4,"Campus AI Day (Tech Fest) was very engaging, supportive volunteers, useful takeaways.",High,85,12,0.7947,Positive
23-06-2025 18:01,Smart City Hack,Hackathon,CSE,2,Smart City Hack (Hackathon) had issues with audio.,Low,50,8,0.4019,Positive
30-05-2025 22:16,The Entrepreneur’s Journey,Guest Lecture,EEE,3,"The Entrepreneur’s Journey (Guest Lecture) was topics were fine, timing was manageable.",Medium,87,12,0.2023,Positive
26-09-2024 05:44,Product Management Myths,Guest Lecture,CHE,4,"Product Management Myths (Guest Lecture) was very engaging, clear slides.",High,73,10,0.6779,Positive
08-10-2024 22:26,Power BI Essentials,Workshop,CHE,3,"Power BI Essentials (Workshop) was timing was manageable, topics were fine.",Medium,75,11,0.2023,Positive
05-07-2025 01:42,Cybersecurity Basics,Workshop,MBA,4,"Cybersecurity Basics (Workshop) was great venue, hands-on and practical, learnt a lot.",High,86,12,0.6249,Positive
07-04-2025 21:09,Art & Craft Pop-up,Cultural Fest,CSE,4,"Art & Craft Pop-up (Cultural Fest) was interactive sessions, great venue.",High,73,11,0.6249,Positive
06-08-2025 22:36,The Entrepreneur’s Journey,Guest Lecture,AE,2,The Entrepreneur’s Journey (Guest Lecture) had issues with timing.,Low,66,9,0,Neutral
13-05-2025 05:44,Campus AI Day,Tech Fest,EEE,5,"Campus AI Day (Tech Fest) was well organized, clear slides, great venue.",High,72,12,0.8316,Positive
03-02-2025 01:17,Sustainability Hack Night,Hackathon,CSE,1,"Sustainability Hack Night (Hackathon) had issues with air conditioning, registration.",Low,85,10,0,Neutral
08-12-2024 03:52,ByteBlast Coding Games,Tech Fest,CHE,5,"ByteBlast Coding Games (Tech Fest) was interactive sessions, excellent speakers.",High,80,10,0.5719,Positive
25-05-2025 05:08,Cybersecurity Basics,Workshop,IT,2,Cybersecurity Basics (Workshop) had issues with registration.,Low,61,7,0,Neutral
07-02-2025 17:17,Space Tech & You,Guest Lecture,ECE,4,"Space Tech & You (Guest Lecture) was well organized, inspiring.",High,63,10,0.5994,Positive
03-06-2025 18:48,InnovateX Tech Expo,Tech Fest,ME,3,"InnovateX Tech Expo (Tech Fest) was slides were decent, could be more interactive.",Medium,82,13,0,Neutral
31-03-2025 22:13,Web Dev Bootcamp,Workshop,IT,5,"Web Dev Bootcamp (Workshop) was inspiring, interactive sessions, good pace.",High,75,10,0.6908,Positive
24-09-2024 05:59,24hr HealthTech Hack,Hackathon,CHE,5,"24hr HealthTech Hack (Hackathon) was interactive sessions, useful takeaways.",High,76,9,0.4404,Positive
08-08-2025 21:50,Rhythm & Beats Night,Cultural Fest,ECE,5,"Rhythm & Beats Night (Cultural Fest) was clear slides, excellent speakers, hands-on and practical.",High,98,14,0.743,Positive
21-04-2025 19:46,FutureTech Showcase,Tech Fest,BIO,4,"FutureTech Showcase (Tech Fest) was good pace, interactive sessions, well organized.",High,84,11,0.6124,Positive
04-08-2025 06:07,Intro to Machine Learning,Workshop,IT,4,"Intro to Machine Learning (Workshop) was interactive sessions, very engaging, hands-on and practical.",High,101,13,0.4005,Positive
02-11-2024 18:14,UX Research in the Wild,Guest Lecture,MBA,4,"UX Research in the Wild (Guest Lecture) was clear slides, supportive volunteers.",High,80,12,0.5859,Positive
25-01-2025 20:59,Cloud & DevOps Fair,Tech Fest,AE,4,"Cloud & DevOps Fair (Tech Fest) was clear slides, supportive volunteers, excellent speakers.",High,92,13,0.8689,Positive
11-05-2025 19:22,UX Research in the Wild,Guest Lecture,MBA,4,"UX Research in the Wild (Guest Lecture) was good pace, interactive sessions.",High,76,12,0.4404,Positive
29-11-2024 18:23,Intro to Machine Learning,Workshop,AE,3,"Intro to Machine Learning (Workshop) was slides were decent, could be more interactive.",Medium,87,13,0,Neutral
16-04-2025 03:47,The Entrepreneur’s Journey,Guest Lecture,CSE,3,"The Entrepreneur’s Journey (Guest Lecture) was slides were decent, timing was manageable.",Medium,89,12,0,Neutral
28-04-2025 22:34,FutureTech Showcase,Tech Fest,ECE,4,"FutureTech Showcase (Tech Fest) was excellent speakers, learnt a lot, useful takeaways.",High,87,12,0.765,Positive
26-09-2024 20:32,Cybersecurity Basics,Workshop,CE,4,"Cybersecurity Basics (Workshop) was hands-on and practical, useful takeaways.",High,77,9,0.4404,Positive
08-06-2025 02:35,Sustainability Hack Night,Hackathon,MBA,5,"Sustainability Hack Night (Hackathon) was supportive volunteers, useful takeaways, very engaging.",High,97,11,0.7778,Positive
27-12-2024 05:26,The Future of EVs,Seminar,ME,1,The Future of EVs (Seminar) had issues with audio.,Low,50,9,0,Neutral
25-04-2025 00:40,UX Research in the Wild,Guest Lecture,IT,5,"UX Research in the Wild (Guest Lecture) was great venue, very engaging, supportive volunteers.",High,94,14,0.8508,Positive
20-11-2024 03:50,Careers in Data,Seminar,BIO,3,"Careers in Data (Seminar) was timing was manageable, okay overall.",Medium,66,10,0.2263,Positive
29-09-2024 18:06,FutureTech Showcase,Tech Fest,ME,2,"FutureTech Showcase (Tech Fest) had issues with registration, wifi, food.",Low,73,10,0,Neutral
31-05-2025 21:46,Art & Craft Pop-up,Cultural Fest,CSE,4,"Art & Craft Pop-up (Cultural Fest) was useful takeaways, learnt a lot, well organized.",High,86,14,0.6124,Positive
15-12-2024 05:49,Fusion Music Evening,Cultural Fest,ME,3,"Fusion Music Evening (Cultural Fest) was could be more interactive, topics were fine.",Medium,85,13,0.2023,Positive
07-10-2024 23:35,Product Management Myths,Guest Lecture,ME,2,"Product Management Myths (Guest Lecture) had issues with too advanced, projector.",Low,81,11,0.25,Positive
07-04-2025 19:23,Rhythm & Beats Night,Cultural Fest,CE,4,"Rhythm & Beats Night (Cultural Fest) was clear slides, very engaging.",High,69,11,0.6478,Positive
28-04-2025 20:16,Dance Mania,Cultural Fest,ME,4,"Dance Mania (Cultural Fest) was great venue, well organized, learnt a lot.",High,74,12,0.7351,Positive
06-12-2024 02:10,Careers in Data,Seminar,CE,3,"Careers in Data (Seminar) was okay overall, room was adequate.",Medium,62,10,0.4215,Positive
20-07-2025 22:18,The Future of EVs,Seminar,BIO,2,"The Future of EVs (Seminar) had issues with timing, projector.",Low,62,10,0,Neutral
09-06-2025 19:36,The Entrepreneur’s Journey,Guest Lecture,EEE,2,"The Entrepreneur’s Journey (Guest Lecture) had issues with wifi, crowd, too advanced.",Low,85,12,0.25,Positive
02-03-2025 20:45,Space Tech & You,Guest Lecture,MBA,5,"Space Tech & You (Guest Lecture) was clear slides, hands-on and practical.",High,74,12,0.3818,Positive
05-05-2025 19:40,FinTech Innovation Sprint,Hackathon,MBA,5,"FinTech Innovation Sprint (Hackathon) was inspiring, useful takeaways, well organized.",High,86,10,0.8555,Positive
12-01-2025 20:21,Intro to Machine Learning,Workshop,ECE,3,"Intro to Machine Learning (Workshop) was timing was manageable, room was adequate.",Medium,82,12,0.2263,Positive
23-03-2025 05:33,Intro to Machine Learning,Workshop,MBA,5,"Intro to Machine Learning (Workshop) was interactive sessions, learnt a lot.",High,76,11,0,Neutral
24-04-2025 20:49,AI Ethics in Industry,Guest Lecture,BIO,3,"AI Ethics in Industry (Guest Lecture) was room was adequate, topics were fine.",Medium,78,13,0.4019,Positive
13-09-2024 19:48,Cybersecurity Basics,Workshop,IT,3,"Cybersecurity Basics (Workshop) was okay overall, average experience.",Medium,69,8,0.2263,Positive
19-09-2024 19:28,Colours of India,Cultural Fest,ME,4,"Colours of India (Cultural Fest) was useful takeaways, very engaging.",High,69,10,0.6801,Positive
14-01-2025 18:25,Figma for Beginners,Workshop,IT,5,"Figma for Beginners (Workshop) was supportive volunteers, interactive sessions.",High,79,9,0.296,Positive
25-06-2025 20:02,Campus Problem Solver,Hackathon,BIO,4,"Campus Problem Solver (Hackathon) was very engaging, learnt a lot, good pace.",High,77,12,0.4391,Positive
12-04-2025 02:49,Colours of India,Cultural Fest,AE,4,"Colours of India (Cultural Fest) was very engaging, interactive sessions, great venue.",High,86,12,0.7778,Positive
04-12-2024 02:07,ByteBlast Coding Games,Tech Fest,IT,5,"ByteBlast Coding Games (Tech Fest) was very engaging, excellent speakers, well organized.",High,89,12,0.8304,Positive
21-11-2024 01:09,Art & Craft Pop-up,Cultural Fest,IT,5,"Art & Craft Pop-up (Cultural Fest) was useful takeaways, excellent speakers.",High,76,11,0.765,Positive
25-07-2025 20:09,Dance Mania,Cultural Fest,CSE,4,"Dance Mania (Cultural Fest) was excellent speakers, inspiring.",High,62,8,0.7579,Positive
14-09-2024 04:45,Dance Mania,Cultural Fest,CSE,4,"Dance Mania (Cultural Fest) was clear slides, good pace, great venue.",High,69,11,0.8625,Positive
11-10-2024 23:20,Smart City Hack,Hackathon,BIO,4,"Smart City Hack (Hackathon) was great venue, useful takeaways, interactive sessions.",High,84,11,0.8658,Positive
27-05-2025 23:28,The Future of EVs,Seminar,CE,5,"The Future of EVs (Seminar) was hands-on and practical, useful takeaways.",High,73,11,0.4404,Positive
22-10-2024 01:12,Python for Data Science,Workshop,CSE,3,"Python for Data Science (Workshop) was timing was manageable, slides were decent.",Medium,81,12,0,Neutral
15-10-2024 19:39,Smart City Hack,Hackathon,MBA,3,"Smart City Hack (Hackathon) was topics were fine, could be more interactive.",Medium,76,12,0.5423,Positive
26-02-2025 02:29,The Entrepreneur’s Journey,Guest Lecture,EEE,4,"The Entrepreneur’s Journey (Guest Lecture) was clear slides, good pace, useful takeaways.",High,89,12,0.8126,Positive
21-11-2024 22:47,Space Tech & You,Guest Lecture,CE,4,"Space Tech & You (Guest Lecture) was clear slides, supportive volunteers, inspiring.",High,84,12,0.765,Positive
14-03-2025 04:20,Fusion Music Evening,Cultural Fest,EEE,1,"Fusion Music Evening (Cultural Fest) had issues with crowd, audio.",Low,66,10,0,Neutral
10-12-2024 01:37,AI Ethics in Industry,Guest Lecture,CE,5,"AI Ethics in Industry (Guest Lecture) was supportive volunteers, very engaging, excellent speakers.",High,99,13,0.8347,Positive
17-09-2024 19:36,Leadership & Teams,Seminar,AE,3,"Leadership & Teams (Seminar) was room was adequate, slides were decent.",Medium,71,11,0.2263,Positive
25-06-2025 23:17,AI Ethics in Industry,Guest Lecture,ECE,2,AI Ethics in Industry (Guest Lecture) had issues with too basic.,Low,64,11,0,Neutral
06-03-2025 23:51,FutureTech Showcase,Tech Fest,CE,5,"FutureTech Showcase (Tech Fest) was excellent speakers, useful takeaways, well organized.",High,89,11,0.8271,Positive
21-09-2024 06:04,The Entrepreneur’s Journey,Guest Lecture,EEE,3,"The Entrepreneur’s Journey (Guest Lecture) was room was adequate, timing was manageable.",Medium,88,12,0.2263,Positive
15-01-2025 20:14,Cybersecurity Basics,Workshop,BIO,5,"Cybersecurity Basics (Workshop) was well organized, learnt a lot, clear slides.",High,79,11,0.5719,Positive
02-08-2025 17:35,Dance Mania,Cultural Fest,CHE,5,"Dance Mania (Cultural Fest) was useful takeaways, very engaging.",High,64,9,0.6801,Positive
14-03-2025 22:54,Cybersecurity Basics,Workshop,CSE,4,"Cybersecurity Basics (Workshop) was excellent speakers, hands-on and practical.",High,79,9,0.5719,Positive
17-08-2025 19:10,Sustainability Hack Night,Hackathon,AE,5,"Sustainability Hack Night (Hackathon) was clear slides, well organized.",High,71,9,0.5719,Positive
28-06-2025 20:41,Cloud & DevOps Fair,Tech Fest,EEE,5,"Cloud & DevOps Fair (Tech Fest) was great venue, hands-on and practical, learnt a lot.",High,86,15,0.7506,Positive
16-10-2024 01:16,Campus Problem Solver,Hackathon,CSE,5,"Campus Problem Solver (Hackathon) was very engaging, good pace, clear slides.",High,77,11,0.6976,Positive
01-01-2025 02:04,Stagecraft Theatre,Cultural Fest,MBA,3,"Stagecraft Theatre (Cultural Fest) was okay overall, timing was manageable.",Medium,75,10,0.2263,Positive
12-02-2025 05:41,Stagecraft Theatre,Cultural Fest,BIO,4,"Stagecraft Theatre (Cultural Fest) was useful takeaways, inspiring, learnt a lot.",High,81,11,0.6908,Positive
01-01-2025 18:36,Space Tech & You,Guest Lecture,AE,5,"Space Tech & You (Guest Lecture) was inspiring, excellent speakers.",High,67,10,0.7579,Positive
21-03-2025 22:45,Startup Funding 101,Guest Lecture,CE,3,"Startup Funding 101 (Guest Lecture) was slides were decent, could be more interactive.",Medium,86,13,0,Neutral
15-03-2025 03:59,Rhythm & Beats Night,Cultural Fest,EEE,5,"Rhythm & Beats Night (Cultural Fest) was hands-on and practical, excellent speakers.",High,84,12,0.5719,Positive
19-02-2025 21:09,Trends in 5G,Seminar,CHE,5,"Trends in 5G (Seminar) was inspiring, great venue.",High,50,8,0.7845,Positive
21-12-2024 04:27,Stagecraft Theatre,Cultural Fest,ME,4,"Stagecraft Theatre (Cultural Fest) was inspiring, learnt a lot.",High,63,9,0.4215,Positive
20-02-2025 20:01,Green Energy Futures,Seminar,CE,4,"Green Energy Futures (Seminar) was learnt a lot, useful takeaways.",High,66,10,0.6124,Positive
13-09-2024 00:35,InnovateX Tech Expo,Tech Fest,ECE,5,"InnovateX Tech Expo (Tech Fest) was useful takeaways, well organized, clear slides.",High,83,12,0.765,Positive
12-01-2025 23:26,Stagecraft Theatre,Cultural Fest,BIO,4,"Stagecraft Theatre (Cultural Fest) was inspiring, very engaging, clear slides.",High,78,10,0.8111,Positive
06-05-2025 22:37,Colours of India,Cultural Fest,CSE,5,"Colours of India (Cultural Fest) was inspiring, clear slides, well organized.",High,77,11,0.7579,Positive
14-04-2025 22:56,Startup Funding 101,Guest Lecture,BIO,5,"Startup Funding 101 (Guest Lecture) was supportive volunteers, clear slides.",High,76,10,0.5859,Positive
24-02-2025 03:07,InnovateX Tech Expo,Tech Fest,CE,5,"InnovateX Tech Expo (Tech Fest) was useful takeaways, excellent speakers, great venue.",High,86,12,0.8934,Positive
01-07-2025 22:35,Green Energy Futures,Seminar,CHE,4,"Green Energy Futures (Seminar) was learnt a lot, hands-on and practical, inspiring.",High,83,12,0.5994,Positive
24-02-2025 23:29,Power BI Essentials,Workshop,IT,4,"Power BI Essentials (Workshop) was good pace, great venue.",High,58,9,0.7906,Positive
17-12-2024 18:58,Smart City Hack,Hackathon,AE,4,"Smart City Hack (Hackathon) was useful takeaways, interactive sessions.",High,71,9,0.6808,Positive
05-11-2024 05:59,Green Energy Futures,Seminar,CHE,2,"Green Energy Futures (Seminar) had issues with venue, registration.",Low,67,9,0.2732,Positive
30-10-2024 03:45,Power BI Essentials,Workshop,CSE,4,"Power BI Essentials (Workshop) was good pace, inspiring.",High,56,8,0.6908,Positive
22-01-2025 21:47,Art & Craft Pop-up,Cultural Fest,MBA,3,"Art & Craft Pop-up (Cultural Fest) was slides were decent, topics were fine.",Medium,76,13,0.2023,Positive
13-11-2024 17:25,Rhythm & Beats Night,Cultural Fest,IT,3,"Rhythm & Beats Night (Cultural Fest) was okay overall, room was adequate.",Medium,73,12,0.4215,Positive
22-02-2025 22:47,The Future of EVs,Seminar,ECE,4,"The Future of EVs (Seminar) was supportive volunteers, great venue, hands-on and practical.",High,91,13,0.743,Positive
18-02-2025 03:50,Stagecraft Theatre,Cultural Fest,MBA,4,"Stagecraft Theatre (Cultural Fest) was good pace, excellent speakers.",High,69,9,0.765,Positive
24-05-2025 20:01,Figma for Beginners,Workshop,AE,3,"Figma for Beginners (Workshop) was room was adequate, slides were decent.",Medium,73,11,0.2263,Positive
06-03-2025 02:30,Careers in Data,Seminar,MBA,4,"Careers in Data (Seminar) was supportive volunteers, inspiring, excellent speakers.",High,83,10,0.8271,Positive
11-06-2025 00:06,Smart City Hack,Hackathon,ME,5,"Smart City Hack (Hackathon) was good pace, interactive sessions, useful takeaways.",High,82,11,0.8176,Positive
22-07-2025 21:57,InnovateX Tech Expo,Tech Fest,ME,4,"InnovateX Tech Expo (Tech Fest) was learnt a lot, great venue, interactive sessions.",High,84,13,0.6249,Positive
24-02-2025 04:49,Leadership & Teams,Seminar,IT,3,"Leadership & Teams (Seminar) was could be more interactive, topics were fine.",Medium,77,12,0.2023,Positive
26-10-2024 04:27,Fusion Music Evening,Cultural Fest,IT,4,"Fusion Music Evening (Cultural Fest) was very engaging, well organized.",High,71,10,0.6214,Positive
13-10-2024 18:16,Product Management Myths,Guest Lecture,ECE,4,"Product Management Myths (Guest Lecture) was very engaging, good pace.",High,70,10,0.707,Positive
18-05-2025 05:17,Campus Problem Solver,Hackathon,CSE,3,"Campus Problem Solver (Hackathon) was okay overall, topics were fine.",Medium,69,10,0,Neutral
09-03-2025 21:26,FutureTech Showcase,Tech Fest,AE,4,"FutureTech Showcase (Tech Fest) was excellent speakers, interactive sessions.",High,77,9,0.5719,Positive
18-05-2025 19:13,Cybersecurity Basics,Workshop,EEE,4,"Cybersecurity Basics (Workshop) was interactive sessions, very engaging, supportive volunteers.",High,95,10,0.6335,Positive
09-01-2025 01:40,IoT & Robotics Arena,Tech Fest,MBA,4,"IoT & Robotics Arena (Tech Fest) was inspiring, supportive volunteers, clear slides.",High,84,12,0.765,Positive
13-04-2025 03:59,Cybersecurity Basics,Workshop,CHE,4,"Cybersecurity Basics (Workshop) was useful takeaways, supportive volunteers.",High,76,8,0.6249,Positive
17-12-2024 05:17,The Entrepreneur’s Journey,Guest Lecture,IT,5,"The Entrepreneur’s Journey (Guest Lecture) was great venue, inspiring, clear slides.",High,84,11,0.8591,Positive
27-08-2024 17:45,FinTech Innovation Sprint,Hackathon,MBA,4,"FinTech Innovation Sprint (Hackathon) was hands-on and practical, very engaging, supportive volunteers.",High,103,12,0.7764,Positive
23-04-2025 21:12,Web Dev Bootcamp,Workshop,EEE,5,"Web Dev Bootcamp (Workshop) was clear slides, well organized, inspiring.",High,72,10,0.7579,Positive
29-05-2025 22:24,FinTech Innovation Sprint,Hackathon,AE,3,"FinTech Innovation Sprint (Hackathon) was average experience, okay overall.",Medium,75,9,0.5423,Positive
